stg_voyage_id,title,start_date,end_date,owner,location,time_text,passengers_raw,additional_info,sources,additional_sources,notes
11,1930-6-20,1930-6-20,,"William Harris Dunning, Jr. (May 3, 1928 to March 24, 1931\)","New London, CT",,,Harvard-Yale Regatta Thames River,[Mystic Seaport Museum (Photo \- Rosenfeld Collection)](https://www.dropbox.com/s/7zixfvehh1myn4x/1930-6-20_Sequoia_New_London.png?dl=0),,
12,1930-07-03 to 1930-07-05,1930-07-03,1930-07-05,"William Harris Dunning, Jr. (May 3, 1928 to March 24, 1931\)","New York Yacht Club (“NYYC”) Landing, Manhattan NY, [National Golf Links of America](%20https://en.wikipedia.org/wiki/National_Golf_Links_of_America) (South Hampton, NY), Greenwich CT, Manhattan NY.",06:00 July 3 to 19:00 July 5th,"[Walter C. Teagle](https://en.wikipedia.org/wiki/Walter_C._Teagle) (President of Standard Oil of New Jersey), James A. Moffett (Vice President of Standard Oil of New Jersey), [Sir John Cadman](https://en.wikipedia.org/wiki/John_Cadman,_1st_Baron_Cadman) (Chairman of Anglo Persian Oil Company, [Chairman Iraqi Petroleum Company](https://en.wikipedia.org/wiki/Iraq_Petroleum_Company) and Director [Suez Canal Company](https://en.wikipedia.org/wiki/Suez_Canal_Company)), [Basil R. Jackson](https://en.wikipedia.org/wiki/Basil_Jackson) (Anglo Persian Oil Company representative in USA), [William M. Fraser](https://translate.google.com/translate?hl=en&sl=id&u=https://id.wikiqube.net/wiki/William_Fraser&prev=search&pto=aue) (Managing Director of Anglo Persian Oil Company), Robert I. Waston (Managing Director of the [Burmah Oil Company](https://en.wikipedia.org/wiki/Burmah_Oil) and Director of Anglo Persian Oil Company and the Shell Trading Company)",Secret negotiations regarding the merger of [Standard Oil of New Jersey](https://en.wikipedia.org/wiki/Standard_Oil_Co._of_New_Jersey_v._United_States) and [Anglo Persian Oil Company](https://en.wikipedia.org/wiki/Anglo-Persian_Oil_Company),"[Personal Diary](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(a\).%20Sequoia%20History%20-%20Pre-Presidential/5.%20Anglo-Persian%20%2B%20Standard%20Oil%20\(Photos\)/2.%20Diary%20Entrees?preview=1930-07-03.JPG) of [Sir John Cadman](https://en.wikipedia.org/wiki/John_Cadman,_1st_Baron_Cadman) (Chairman of Anglo Persian Oil Company); The History of the British Petroleum Company 2 part set (History of British Petroleum) (Volume 1\) July 30, 2009 by [Ronald W. Ferrier](https://www.amazon.com/s/ref=dp_byline_sr_book_1?ie=UTF8&field-author=Ronald+W.+Ferrier&text=Ronald+W.+Ferrier&sort=relevancerank&search-alias=books)",photos in dropbox- need to decide which ones we want to use.,
13,1930-09-16,1930-09-16,,"William Harris Dunning, Jr. (May 3, 1928 to March 24, 1931\)","New London, CT",,,“Yacht Sequoia II was hauled out for cleaning and painting at the shipyard of the Thames Towboat company yesterday afternoon”.,"[**New London, Connecticut • Wed, Sep 17, 1930 Page 8**](https://www.newspapers.com/paper/the-day/35758/) [New York Times clipping, on sale](https://www.dropbox.com/s/7vhz30bmdvgijnl/1931%3A05%3A09%20-%20New%20York%20Times%2C%20Commerce%20Department%20Buys%20Yacht%20.pdf?dl=0) [1931\_One\_Folder\_Collection\_Series\_Acquisition\_of\_Sequoia\_Copies\_of\_Licenses\_and\_a\_Bill\_of\_Sale .pdf](https://drive.google.com/file/d/1Sfcldxsc9x0akH1Fn0mNMCkAkyaAOGLS/view?usp=drive_link)",,[https://www.tugboatinformation.com/company.cfm?id=53](https://www.tugboatinformation.com/company.cfm?id=53) (HH) (Yacht Spin)
14,1\. 1931-04-25 to 1931-04-27,1931-04-25,1931-04-27,"President Herbert Hoover (March 4, 1929 to March 4, 1933\)","[Cape Henry, VA](https://en.wikipedia.org/wiki/Cape_Henry)",,"[Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) (POTUS), [Lou Hoover](https://en.wikipedia.org/wiki/Lou_Henry_Hoover) (First Lady), [Dr. Vernon Kellogg](https://en.wikipedia.org/wiki/Vernon_Lyman_Kellogg) (zoologist) and [Mrs. Kellogg](https://en.wikipedia.org/wiki/Charlotte_Kellogg) (Charlotte Kellogg, née Hoffman), [Dr. Robert A. Millikan](https://en.wikipedia.org/wiki/Robert_Andrews_Millikan) (physicist), [Captain Russell Train](https://www.history.navy.mil/our-collections/photography/numerical-list-of-images/nhhc-series/nh-series/NH-00001/NH-844.html) (Naval Aide), [Colonel Campbell B. Hodges](http://www.i-kirk.info/14thInfantry/generals/1gnHodges.html) (Military Aide), [Captain Joel T. Boone](https://en.wikipedia.org/wiki/Joel_Thompson_Boone) (White House physician), [Richard Jervis](https://www.nytimes.com/1935/03/03/archives/white-house-shift-in-secret-service-chief-jervis-transferred-at-own.html) (White House Secret Service chief)",Ceremony commemorating 324th anniversary of colonists’ landing at Jamestown; Presidential Secretary [Laurence Richey](https://hoover.archives.gov/research/collections/manuscriptfindingaids/richey) mails check to A. D. Tyrer of Department of Commerce to cover expenses for “[Cape Henry](https://en.wikipedia.org/wiki/Cape_Henry) trip last spring” on 1/13/1932; Only non-personal Hoover use of Sequoia during his presidency.,"*Sequoia*: Presidential Yacht, Giles Kelly, p. 15;",[1931.04.25\_Courier\_Post\_pg3.jpg](https://drive.google.com/file/d/1b6-61P2T92nTo_RfgwyiqtavsXHWPxl3/view?usp=drive_link)and *[1931.04.25\_Republican\_and\_Herald\_pg1.jpg](https://drive.google.com/file/d/1P0q82KbjApYNlEhPVqTQyXr9o15YFleo/view?usp=drive_link)* *[1931.04.26\_Atlanta\_Constitution\_President\_Goes\_to\_Cape\_Henry\_pg10](https://drive.google.com/file/d/1zV3fbV_QSIh7SMlR3xfFSJQXbn5Kz0YU/view?usp=drive_link)* *[1931.04.26\_The\_Philadelphia\_Inquirer.jpg](https://drive.google.com/file/d/1oBnU901Tru3PzvPjVt39CesycqgjFcRl/view?usp=drive_link)* *Page 2:[1932\_Box\_389\_Presidential\_Subject\_File\_14\_Pages\_of\_Correspondence\_related\_to\_Hoovers\_use\_of\_Sequoia.pdf](https://drive.google.com/file/d/13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link)* [It was Tyrer who executed purchase of Sequoia on behalf of Department of Commerce](https://www.dropbox.com/s/hvxh0lvrgwyl2gc/1.%20Sequoua%20Survey%20Henry%20J.%20Gielow%20%28Gov%20Purchse%20Survey%29%201-22-31%20copy.pdf?dl=0),"Spin from *Evening Herald*: * “government work-boat instead of the million-dollar yacht Mayflower,” steamboat * Mayflower called “palatial” * Describes Sequoia’s “speed under strain,” “crowded accommodations for but eight passengers,” “slow speed of the vessel” Spin from *Philadelphia Inquirer*: * “Only 140 feet long and with limited cabin accommodations … cramped nature” * Describes Mayflower as having “much more elaborate facilities… branded as a wasteful luxury.”"
15,2\. 1931-10-23,1931-10-23,,"President Herbert Hoover (March 4, 1929 to March 4, 1933\)",Potomac River,,"[Robert P. Lamont](https://en.wikipedia.org/wiki/Robert_P._Lamont) (Secretary of Commerce), [Pierre Laval](https://en.wikipedia.org/wiki/Pierre_Laval) (French Premier), [Paul Claude](https://en.wikipedia.org/wiki/Paul_Claudel) (French Ambassador), [Josette Laval](https://en.wikipedia.org/wiki/Jos%C3%A9e_Laval) (daughter of [Pierre Laval](https://en.wikipedia.org/wiki/Pierre_Laval))","Franc-Dollar discussions, [Danzig Corridor](https://en.wikipedia.org/wiki/Polish_Corridor), militarization and disarmament",[Photo in newspaper of Laval stepping off Sequoia](https://www.dropbox.com/s/ijp7wprb4buiijv/The_Greeneville_Sun_Sat__Oct_31__1931_.jpg?dl=0),"[*1931-10-23 NYT \- HOOVER WELCOMES LAVAL AT WHITE HOUSE \- Page 1*](https://nyti.ms/3rIcGgP), **Notes:** The [Hoover Moratorium](https://en.wikipedia.org/wiki/Hoover_Moratorium) was a public statement issued by United States President [Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) on June 20, 1931, who hoped to ease the coming international economic crisis and provide time for recovery by instituting a one-year [moratorium](https://en.wikipedia.org/wiki/Moratorium_\(law\)) on payments of German and inter-Allied [war debt](https://en.wikipedia.org/wiki/War_debt) stemming from [World War I](https://en.wikipedia.org/wiki/World_War_I). The proposal would postpone the repayment of both capital and interest. Many, both in the United States and abroad, were outraged by this idea.[\[1\]](https://en.wikipedia.org/wiki/Hoover_Moratorium#cite_note-hoover-1) “In support of the Hoover Moratorium Laval undertook a year of personal and direct diplomacy by which he traveled to London, Berlin and the United States.” The [US Congress](https://en.wikipedia.org/wiki/United_States_Congress) did not approve the Hoover Moratorium until December 1931\. Laval was found guilty of plotting against the security of the State and collaboration with the enemy, and after a thwarted suicide attempt, he was executed by firing squad in October 15, 1945\.[\[5\]](https://en.wikipedia.org/wiki/Pierre_Laval#cite_note-5) [British Security Coordination](https://en.wikipedia.org/wiki/British_Security_Coordination) (BSC)’s Bermuda operation intercepted messages \[194?\] in which Josette Laval was coordinating Nazi cells in the U.S. on behalf of Vichy/Nazi. Source \- A Man Called Intrepid: The Incredible True Story of the Master Spy Who Helped Win World War II by [William Stevenson](https://www.barnesandnoble.com/s/%22William%20Stevenson%22?Ntk=P_key_Contributor_List&Ns=P_Sales_Rank&Ntx=mode+matchall) page \[\*\*\]",
16,3\. 1932-02-24 to 1932-03-09,1932-02-24,1932-03-09,"President Herbert Hoover (March 4, 1929 to March 4, 1933\)","Charleston, SC; Sea Island, GA; Palm Beach, FL",,"President [Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) (POTUS), [Lou Hoover](https://en.wikipedia.org/wiki/Lou_Henry_Hoover) (First Lady)","Trip to Florida that stopped in Charleston, SC on 1932-02-22; Presidential Secretary [Laurence Richey](https://hoover.archives.gov/research/collections/manuscriptfindingaids/richey) pays Dept. of Commerce for floral arrangement reimbursements; “Under the command of [Lt. William Coad](https://www.geni.com/people/William-Coad/6000000020616094363) of the Bureau of Navigation, she \[*Sequoia*\] was purportedly to do inspection work along the way”","*Sequoia*: Presidential Yacht, Giles Kelly, pp. 15-16;[1932.02.27\_The\_Miami\_Herald.jpg](https://drive.google.com/file/d/1HqbgfiD3SJ3rMbbnqLklYJrTvZGM91W5/view?usp=drive_link) [1932.02.28\_F\_Visit\_to\_Sea\_Island\_Multiple\_Sources](https://drive.google.com/drive/folders/1KzojFc91-Z8BBgs4rd61MCzzaefK13hE?usp=sharing); Pages 5-15: [1932\_Box\_389\_Presidential\_Subject\_File\_14\_Pages\_of\_Correspondence\_related\_to\_Hoovers\_use\_of\_Sequoia.pdf](https://drive.google.com/file/d/13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link)",[similar articles](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential/13.%20Press%20Clippings/2.%20Herbert%20Hoover/1932%3A02%3A28%20-%20Visit%20to%20Sea%20Island),
17,4\. 1932-08-14 to 1932-08-17,1932-08-14,1932-08-17,"President Herbert Hoover (March 4, 1929 to March 4, 1933\)",Navy Yard; Potomac River; Chesapeake Bay,,"[Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) (POTUS), [Clarence Mott Wooley](https://uudb.org/articles/clarencemottwoolley.html) (President of [American Radiator Company](https://en.wikipedia.org/wiki/American_Radiator_Company), now known as [American Standard Companies](https://en.wikipedia.org/wiki/American_Standard_Companies)), [Arthur M. Hyde](https://en.wikipedia.org/wiki/Arthur_M._Hyde) (Secretary of Agriculture), [Patrick J. Hurley](https://en.wikipedia.org/wiki/Patrick_J._Hurley) (Secretary of War), [Henry Mauris Robinson](https://snaccooperative.org/ark:/99166/w6794wjj) (Los Angeles banker and member [Dawes Commission](https://en.wikipedia.org/wiki/Dawes_Commission)), [Walter Ewing Hope](https://www.presidency.ucsb.edu/documents/statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury) (Former Assistant Secretary of the Treasury), [Will Irwin](https://en.wikipedia.org/wiki/Will_Irwin) (author and Hoover’s Stanford friend), [Walter H. Newton](https://en.wikipedia.org/wiki/Walter_Newton) (personal secretary to President Hoover), [Captain Joel Thompson Boone](https://en.wikipedia.org/wiki/Joel_Thompson_Boone) (White House physician)","Described as “fishing trip.” Preparation for general business conference in late August; \[AP article calls the three-day outing a “stag party” but Giles Kelly implies Lou was present\]: “Lou Hoover…encouraged her somewhat overweight husband to exercise with a medicine ball on the top deck…For his safety, additional handrails were added” (Giles Kelly 16).","Sequoia: Presidential Yacht, Giles Kelly, p. 16;","[Time magazine article](http://content.time.com/time/subscriber/article/0,33009,744223,00.html); [1932.08.15-17\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/1PmqkayrpfS1U7aw0Wl0uvhdpxyRyV895?usp=sharing) [https://hoover.archives.gov/research/collections/manuscriptfindingaids/newton](https://hoover.archives.gov/research/collections/manuscriptfindingaids/newton) [statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury](https://www.presidency.ucsb.edu/documents/statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury) [https://www.loc.gov/item/2002699783/](https://www.loc.gov/item/2002699783/) * [1932-08-14 NYT \- “*HOOVER TO FISH IN CHESAPEAKE BAY FOR REST” \-* *Page 1*](https://nyti.ms/3C1qbgT) * [1932-08-15 NYT \- *“HOOVER STARTS FISHING CRUISE ON SEQUOIA” \- Page 1*](https://nyti.ms/3BWoX6L) * [*FIRST DAY ANGLING IN CHESAPEAKE BAY \- Page 2*](https://nyti.ms/3ldUf31) * *[1932.08.16\_The\_Salisbury\_Times.jpg](https://drive.google.com/file/d/1lLLsPeY-I1ARO9mp30oR5hfsaF3n4yTQ/view?usp=drive_link)* * *[1932.08.16\_Hoover\_gets\_nice\_mess\_of\_trout\_and\_bluefish\_on\_first\_day\_of\_angling\_in\_chesapeake\_bay.pdf](https://drive.google.com/file/d/10IkJMe3aqOilFdBc0avq9oIQ8U1RK_WR/view?usp=drive_link)* * [1932-08-17 NYT \- *HOOVER CATCHES FIFTEEN TROUT IN CHESAPEAKE; VETERAN FISHMAN GUIDE CONCEDES HIS SKILL \- Page 3*](https://nyti.ms/3ldbVf7) “Germany is well able to meet reparation payments, it is said by Henry M. Robinson, co-author of the Dawes plan and President of the First National Bank of Los Angeles, in a report made public by the [National Foreign Trade Council](https://en.wikipedia.org/wiki/National_Foreign_Trade_Council).”","* Sequoia not specified Spin: *Poughkeepsie Eagle News* (AP) includes “the Sequoia is a $250,000 craft 110 feet long with a cruising speed of nine to eleven knots”"
18,5\. 1932-12-23 to 1933-01-03,1932-12-23,1933-01-03,"President Herbert Hoover (March 4, 1929 to March 4, 1933\)","Savannah, GA; [Sapelo Island, GA](https://en.wikipedia.org/wiki/Sapelo_Island); Palm Beach, FL",,"[Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) (POTUS), [Lou Hoover](https://en.wikipedia.org/wiki/Lou_Henry_Hoover) (First Lady), [Harlan F. Stone](https://en.wikipedia.org/wiki/Harlan_F._Stone) (Supreme Court Justice) and Mrs. Stone (Agnes Stone, née Harvey), Senator [Warren Austin](https://en.wikipedia.org/wiki/Warren_Austin) (R-VT) and Mrs. Austin (Mildred Austin, née Lucas), [Mark Sullivan](https://en.wikipedia.org/wiki/Mark_Sullivan_\(journalist\)) (journalist), [Captain Joel T. Boone](https://en.wikipedia.org/wiki/Joel_Thompson_Boone) (White House physician), Laurence Richey (Secretary to the President), Captain William Coad (Captain of Sequoia)","Kilkenny accompanying; The Hoovers stopped at [Sapelo Island, GA](https://en.wikipedia.org/wiki/Sapelo_Island) for Christmas dinner at the home of their friend [Howard E. Coffin](https://en.wikipedia.org/wiki/Howard_E._Coffin)","Sequoia: Presidential Yacht, Giles Kelly, p. 17;",[1933-12-23 \- British Pathé (Video\-News Flash) Hoover Departs Savana on Sequoia](https://www.britishpathe.com/video/hoover-and-wife-leave-for-vacation-aka-newsflashes/query/hoover); [1932.12.26\_F\_Trip\_To\_Fl\_(GREAT FRONT PAGE)](https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link) [1932.12.23-1933.01.03\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link) [https://www.loc.gov/item/91719228/](https://www.loc.gov/item/91719228/) [https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115\&context=annals-of-iowa](https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115&context=annals-of-iowa) https://sapelonerr.org/wp-content/uploads/2012/12/Historical-Building-on-Sapelo-Island2.pdf [1\. Source\_Information \_About\_the\_Franklin\_D.\_Roosevelt\_Day\_By\_Day\_Project - FDR: Day\_by\_Day.pdf](https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link) [https://millercenter.org/president/franklin-d-roosevelt/key-events](https://millercenter.org/president/franklin-d-roosevelt/key-events) Press Clippings: [1933.03.26\_Chattanooga\_Daily\_Times\_pg4.jpg](https://drive.google.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link) [1933.04.20\_The\_News\_Journal\_Description\_of\_Sequoia\_pg27.pdf](https://drive.google.com/file/d/14-z0MnfK91i_Y8M5w6zTpkrwcXhxxu2G/view?usp=drive_link),"RMD: * 12-28 *Arizona Republic*, *Boston Globe* (AP) note shallow water around Daytona Beach; “in many spots during the afternoon sailors aboard the Sequoia had to heave a line constantly to avoid shoals in the canal and although the presidential flagship got through without touching bottom\[,\] the Kilkenny touched lightly several times” * 12-30 *Pittsburgh Post Gazette* (AP) notes that the Sequoia was “stuck fast in the mud banks” **1933-03-25 Sequoia Commissioned as Presidential Yacht** * 1933-03-26 *Chattanooga Daily Times* described as “yachtlike” at 96 feet long * 1933-04-20 *Evening Journal* gives very detailed description, using words like “comfortable,” “large,” and “inviting” * 1933-05-04 *Lubbock Morning Avalanche* calls the Sequoia a “trim little ship”; had undergone renovation between Hoover and FDR * 1935-11-18 *Dayton Daily News* discusses replacement of the Sequoia with the Potomac, saying “the Sequoia was not very seaworthy, this being one reason for its abandonment. … the Sequoia, although luxurious, was small.” * 1936-09-16 *Daily Press* compares the Sequoia and the Potomac, saying the Sequoia was “a much swankier ship. Built as a private yacht, it had polished oak decks and mahogany paneling, and was far neater than the iron-decked Potomac. But the navy got to worrying about fire hazards, and decided that while the president was in its care he should be safely encased in a boiler plate. … The alterations \[to the Potomac\] allow the president not only greater safety but also a wider range of movement.” * 1936-09-28 The *Honolulu Star Bulletin* says “the Potomac is not superior to the Sequoia. Her speed is no greater … \[and\] the Potomac’s quarters … are less spacious below than the Sequoia’s. * 1955-05-09 *The Evening Republican* says “as far as the capital’s party set is concerned, the most popular ship afloat is a swanky, 104-foot craft called the U.S.S. Sequoia. … The ship, which can accommodate up to 40 persons for buffet and cocktails, is hardly going to waste."
19,1933-04-21,1933-04-21,,"FDR (March, 4 1933 to April 12, 1945\)",Potomac River,16:30 \- 18:25,[Henry L. Roosevelt](https://en.wikipedia.org/wiki/Henry_L._Roosevelt) (Assistant Secretary of the Navy),,[http://www.arlingtoncemetery.net/henrylat.htm](http://www.arlingtoncemetery.net/henrylat.htm) [Sequoia Logbook 1933 (page 5\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/view?usp=sharing#page=6),,(FDR) (FL) (MV)
20,1\. 1933-04-23,1933-04-23,,"FDR (March, 4 1933 to April 12, 1945\)",Potomac River,10:40 \- 18:05,"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [Eleanor Roosevelt](https://en.wikipedia.org/wiki/Eleanor_Roosevelt) (First Lady), [Ramsay MacDonald](https://en.wikipedia.org/wiki/Ramsay_MacDonald) (UK Prime Minister), [Ishbesl MacDonald](https://en.wikipedia.org/wiki/Ishbel_MacDonald) (Ramsay MacDonald’s daughter), [Sir Robert Vansittart](https://en.wikipedia.org/wiki/Robert_Vansittart,_1st_Baron_Vansittart) (Permanent Under-Secretary at the Foreign Office) and Lady Vansittart (Sarita Enriqueta Vansittart, née Ward), [Mr. Barlow](https://en.wikipedia.org/wiki/Alan_Barlow), Mr. Rowlston, [Col. Louis M. Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), [James Roosevelt](https://en.wikipedia.org/wiki/James_Roosevelt), [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), R.C. Wood (Secret Service), [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service)","Discussion of war debts, currency stabilization (FDR leaves Gold Standard one week before), disarmament;","[1933-04-23 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-23rd-1933/), local copy [1933.04.23\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link), [Sequoia Logbook 1933 (p 7\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4),","[1933-04-23 NYT \- *”PARLEY IS HELD ON YACHT” \- Pages 1, 2*](https://nyti.ms/3C1oZtS); [Time: *The Weekly Newsmagazine*](https://www.google.com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoia&pg=RA4-PA9&printsec=frontcover)*;* [1933.04.22\_The\_Piqua\_Daily\_Call.jpg](https://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link) [1933.04.24\_The\_Philadelphia\_Inquirer\_full\_pg3.jpg](https://drive.google.com/file/d/1bUeQ5L72_hUb9QdV76b1eZSAcDfsBEd6/view?usp=drive_link) [1933.04.24\_St.\_Louis\_Globe\_Democrat\_at\_Newspapers.com\_pg4.pdf](https://drive.google.com/file/d/1s8m4sb-OF9PWfqrkXoheSnzcpIbx-WUT/view?usp=drive_link) [1933.04.24\_The\_Baltimore\_Sun\_pg2.jpg](https://drive.google.com/file/d/1Fmh6yK_xVgiJfochwomvPdZ1957HhAcc/view?usp=drive_link) [1933.04.24\_The\_Morning\_Call\_pg1.jpg](https://drive.google.com/file/d/140U8oQa7zZYabbaTpCGuZ25m6gvtLl3R/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg1.jpg](https://drive.google.com/file/d/1oPQ1qJTf_aq6f40gq6uy8iE7q0Rb6Ncd/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg8.jpg](https://drive.google.com/file/d/1N0fjOptv1LpWgObCZr6Ifu6YfiVf1KJi/view?usp=drive_link) [1933.04.26\_The\_Los\_Angeles\_Times\_pg2.jpg](https://drive.google.com/file/d/116YDY59BFVarxBtwCubbHIh60pXtKqMR/view?usp=drive_link)",(FDR) (MV)
21,2\. 1933-04-30,1933-04-30,,"FDR (March, 4 1933 to April 12, 1945\)","Mount Vernon, VA",12:50 \- 21:15 (Lunch and Dinner aboard),"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [Eleanor Roosevelt](https://en.wikipedia.org/wiki/Eleanor_Roosevelt) (First Lady), Mr. [James Roosevelt](https://en.wikipedia.org/wiki/James_Roosevelt) and Mrs. James Roosevelt [(Betsey Roosevelt, née Cushing (and later Whitney))](https://en.wikipedia.org/wiki/Betsey_Cushing_Roosevelt_Whitney), [Col. Louis M. Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Private Secretary to the President), [Miss Nancy Cook](https://en.wikipedia.org/wiki/Nancy_Cook) (close friend and Sec. to Eleanor Roosevelt), [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand) (Private Sec. to Pres.), Mrs. Schroeder (Sec. to Eleanor), Miss Robins, Miss [Marion Dickerman](https://en.wikipedia.org/wiki/Marion_Dickerman) (suffragist and Principal of The Todhunter School), Molly Goodwin (a physical education teacher at the Todhunter School), the following 7 girls from the Todhunter School \- Jane Holmes, Adelaide Moffett, Peggy Ladds, Inez Alexander, Betty Cook, Joan Strahan and Jean Gibbs, [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service), G. Dresser (Secret Service)","Eleanor Roosevelt was a co-owner of the Todhunter School for girls in Manhattan where she taught English, history and drama prior to FDR’s election as president and her becoming the first lady. She invited the graduating class of 1933 to spend the night at White House and cruise on the Sequoia and attended their graduation.","[Sequoia Logbook 1933 (p9)](https://eportfolios.macaulay.cuny.edu/sequoia/files/2021/10/1933-04-01-to-1933-04-30.pdf#page=9), [1933-04-30 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-30th-1933/), local copy[1933.04.30\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1Irf572OdWpA8W_ZH2FqXFKjWaL3qelTB/view?usp=drive_link)",[1933.05.01\_The\_Baltimore\_Sun.jpg](https://drive.google.com/file/d/10o-6NIxUM7A8kKnKPXGhcyHaoNCoLGGe/view?usp=drive_link) [1933.05.01\_Times\_Union\_Eleanor\_Takes\_Hunter\_Girls\_on\_Sequoia\_pg2.pdf](https://drive.google.com/file/d/1CSK3taLRYc-itLHYBCPjaJSo0GZuSE2l/view?usp=drive_link) [1933.05.04\_Lubbock\_Morning\_Avalanche\_pg5.jpg](https://drive.google.com/file/d/1tdhxTbJ2PA7ShdtVwGPC4oBa58zFrR0I/view?usp=drive_link),(FDR) (MV)
